2025-05-01 11:30:42, 10.0.0.10, 192.168.1.11, 443, TCP
2025-05-01 11:30:56, 10.0.0.225, 192.168.1.200, 443, UDP
2025-05-01 11:30:58, 10.0.0.101, 192.168.1.200, 22, UDP
2025-05-01 11:31:00, 10.0.0.51, 192.168.1.200, 80, TCP
2025-05-01 11:31:02, 10.0.0.39, 192.168.1.200, 22, UDP
2025-05-01 11:31:04, 10.0.0.52, 192.168.1.200, 22, UDP
2025-05-01 11:31:06, 10.0.0.42, 192.168.1.200, 22, TCP
2025-05-01 11:31:08, 10.0.0.30, 192.168.1.200, 80, TCP
2025-05-01 11:31:10, 10.0.0.51, 192.168.1.200, 443, UDP
2025-05-01 11:31:12, 10.0.0.251, 192.168.1.200, 22, TCP
2025-05-01 11:31:14, 10.0.0.131, 192.168.1.200, 22, UDP
2025-05-01 11:31:16, 10.0.0.115, 192.168.1.200, 80, TCP
2025-05-01 11:31:18, 10.0.0.9, 192.168.1.200, 22, UDP
2025-05-01 11:31:20, 10.0.0.245, 192.168.1.200, 80, UDP
2025-05-01 11:31:22, 10.0.0.126, 192.168.1.200, 80, TCP
2025-05-01 11:31:24, 10.0.0.10, 192.168.1.200, 22, UDP
2025-05-01 11:31:26, 10.0.0.205, 192.168.1.200, 443, TCP
2025-05-01 11:31:28, 10.0.0.15, 192.168.1.200, 22, TCP
2025-05-01 11:31:30, 10.0.0.220, 192.168.1.200, 443, TCP
2025-05-01 11:31:32, 10.0.0.73, 192.168.1.200, 80, UDP
2025-05-01 11:31:34, 10.0.0.177, 192.168.1.200, 80, UDP
2025-05-01 11:31:36, 10.0.0.247, 192.168.1.200, 80, UDP
2025-05-01 11:31:38, 10.0.0.247, 192.168.1.200, 22, TCP
2025-05-01 11:31:40, 10.0.0.193, 192.168.1.200, 443, TCP
2025-05-01 11:31:42, 10.0.0.18, 192.168.1.200, 443, UDP
2025-05-01 11:31:44, 10.0.0.143, 192.168.1.200, 22, UDP
2025-05-01 11:31:46, 10.0.0.112, 192.168.1.200, 22, TCP
2025-05-01 11:31:48, 10.0.0.20, 192.168.1.200, 22, TCP
2025-05-01 11:31:50, 10.0.0.185, 192.168.1.200, 22, UDP
2025-05-01 11:31:52, 10.0.0.33, 192.168.1.200, 443, TCP
2025-05-01 11:31:54, 10.0.0.190, 192.168.1.200, 22, TCP
2025-05-01 11:31:56, 10.0.0.189, 192.168.1.200, 443, TCP
2025-05-01 11:31:58, 10.0.0.61, 192.168.1.200, 22, UDP
2025-05-01 11:32:00, 10.0.0.213, 192.168.1.200, 80, TCP
2025-05-01 11:32:02, 10.0.0.176, 192.168.1.200, 22, TCP
2025-05-01 11:32:04, 10.0.0.234, 192.168.1.200, 443, TCP
2025-05-01 11:32:06, 10.0.0.11, 192.168.1.200, 22, TCP
2025-05-01 11:32:08, 10.0.0.100, 192.168.1.200, 443, UDP
2025-05-01 11:32:10, 10.0.0.111, 192.168.1.200, 443, UDP
2025-05-01 11:32:12, 10.0.0.116, 192.168.1.200, 80, TCP
2025-05-01 11:32:14, 10.0.0.175, 192.168.1.200, 443, UDP
2025-05-01 11:32:16, 10.0.0.81, 192.168.1.200, 443, UDP
2025-05-01 11:32:18, 10.0.0.215, 192.168.1.200, 443, UDP
2025-05-01 11:32:20, 10.0.0.74, 192.168.1.200, 443, TCP
2025-05-01 11:32:22, 10.0.0.181, 192.168.1.200, 443, UDP
2025-05-01 11:32:24, 10.0.0.143, 192.168.1.200, 80, TCP
2025-05-01 11:32:26, 10.0.0.115, 192.168.1.200, 443, TCP
2025-05-01 11:32:28, 10.0.0.200, 192.168.1.200, 443, UDP
2025-05-01 11:32:30, 10.0.0.155, 192.168.1.200, 443, TCP
2025-05-01 11:32:32, 10.0.0.209, 192.168.1.200, 80, UDP
2025-05-01 11:32:34, 10.0.0.72, 192.168.1.200, 80, TCP
2025-05-01 11:32:36, 10.0.0.98, 192.168.1.200, 80, UDP
2025-05-01 11:32:38, 10.0.0.112, 192.168.1.200, 443, UDP
2025-05-01 11:32:40, 10.0.0.37, 192.168.1.200, 22, UDP
2025-05-01 11:32:42, 10.0.0.111, 192.168.1.200, 443, UDP
2025-05-01 11:32:44, 10.0.0.79, 192.168.1.200, 80, TCP
2025-05-01 11:32:46, 10.0.0.44, 192.168.1.200, 443, TCP
2025-05-01 11:32:48, 10.0.0.184, 192.168.1.200, 80, TCP
2025-05-01 11:32:50, 10.0.0.17, 192.168.1.200, 443, TCP
2025-05-01 11:32:52, 10.0.0.147, 192.168.1.200, 443, UDP
2025-05-01 11:32:54, 10.0.0.7, 192.168.1.200, 80, TCP
2025-05-01 11:32:56, 10.0.0.23, 192.168.1.200, 22, TCP
2025-05-01 11:32:58, 10.0.0.156, 192.168.1.200, 80, TCP
2025-05-01 11:33:00, 10.0.0.144, 192.168.1.200, 443, TCP
2025-05-01 11:33:02, 10.0.0.102, 192.168.1.200, 22, UDP
2025-05-01 11:33:04, 10.0.0.64, 192.168.1.200, 80, UDP
2025-05-01 11:33:06, 10.0.0.46, 192.168.1.200, 443, UDP
2025-05-01 11:33:08, 10.0.0.190, 192.168.1.200, 443, TCP
2025-05-01 11:33:10, 10.0.0.191, 192.168.1.200, 443, TCP
2025-05-01 11:33:12, 10.0.0.32, 192.168.1.200, 443, UDP
2025-05-01 11:33:14, 10.0.0.85, 192.168.1.200, 443, TCP
2025-05-01 11:33:16, 10.0.0.124, 192.168.1.200, 443, UDP
2025-05-01 11:33:18, 10.0.0.245, 192.168.1.200, 443, TCP
2025-05-01 11:33:20, 10.0.0.80, 192.168.1.200, 80, TCP
2025-05-01 11:33:22, 10.0.0.76, 192.168.1.200, 22, UDP
2025-05-01 11:33:24, 10.0.0.41, 192.168.1.200, 22, UDP
2025-05-01 11:33:26, 10.0.0.35, 192.168.1.200, 80, TCP
2025-05-01 11:33:28, 10.0.0.204, 192.168.1.200, 80, UDP
2025-05-01 11:33:30, 10.0.0.192, 192.168.1.200, 22, UDP
2025-05-01 11:33:32, 10.0.0.85, 192.168.1.200, 80, TCP
2025-05-01 11:33:34, 10.0.0.90, 192.168.1.200, 443, TCP
2025-05-01 11:33:36, 10.0.0.61, 192.168.1.200, 22, UDP
2025-05-01 11:33:38, 10.0.0.24, 192.168.1.200, 443, TCP
2025-05-01 11:33:40, 10.0.0.240, 192.168.1.200, 22, TCP
2025-05-01 11:33:42, 10.0.0.45, 192.168.1.200, 80, TCP
2025-05-01 11:33:44, 10.0.0.28, 192.168.1.200, 443, TCP
2025-05-01 11:33:46, 10.0.0.86, 192.168.1.200, 80, UDP
2025-05-01 11:33:48, 10.0.0.125, 192.168.1.200, 22, TCP
2025-05-01 11:33:50, 10.0.0.35, 192.168.1.200, 443, TCP
2025-05-01 11:33:52, 10.0.0.31, 192.168.1.200, 443, UDP
2025-05-01 11:33:54, 10.0.0.164, 192.168.1.200, 80, UDP
2025-05-01 11:33:56, 10.0.0.170, 192.168.1.200, 443, UDP
2025-05-01 11:33:58, 10.0.0.168, 192.168.1.200, 443, UDP
2025-05-01 11:34:00, 10.0.0.6, 192.168.1.200, 80, UDP
2025-05-01 11:34:02, 10.0.0.155, 192.168.1.200, 22, UDP
2025-05-01 11:34:04, 10.0.0.43, 192.168.1.200, 80, UDP
2025-05-01 11:34:06, 10.0.0.106, 192.168.1.200, 443, TCP
2025-05-01 11:34:08, 10.0.0.163, 192.168.1.200, 80, UDP
2025-05-01 11:34:10, 10.0.0.179, 192.168.1.200, 22, UDP
2025-05-01 11:34:12, 10.0.0.99, 192.168.1.200, 80, TCP
2025-05-01 11:34:14, 10.0.0.51, 192.168.1.200, 22, UDP
2025-05-01 11:34:16, 10.0.0.53, 192.168.1.200, 443, UDP
2025-05-01 11:34:18, 10.0.0.92, 192.168.1.200, 80, TCP
2025-05-01 11:34:20, 10.0.0.116, 192.168.1.200, 80, TCP
2025-05-01 11:34:22, 10.0.0.232, 192.168.1.200, 22, UDP
2025-05-01 11:34:24, 10.0.0.146, 192.168.1.200, 443, TCP
2025-05-01 11:34:26, 10.0.0.138, 192.168.1.200, 443, TCP
2025-05-01 11:34:28, 10.0.0.198, 192.168.1.200, 22, TCP
2025-05-01 11:34:30, 10.0.0.192, 192.168.1.200, 22, TCP
2025-05-01 11:34:32, 10.0.0.240, 192.168.1.200, 22, TCP
2025-05-01 11:34:34, 10.0.0.62, 192.168.1.200, 443, UDP
2025-05-01 11:34:36, 10.0.0.237, 192.168.1.200, 80, UDP
2025-05-01 11:34:38, 10.0.0.36, 192.168.1.200, 443, UDP
2025-05-01 11:34:40, 10.0.0.161, 192.168.1.200, 80, UDP
2025-05-01 11:34:42, 10.0.0.146, 192.168.1.200, 443, UDP
2025-05-01 11:34:44, 10.0.0.223, 192.168.1.200, 22, TCP
2025-05-01 11:34:46, 10.0.0.55, 192.168.1.200, 80, UDP
2025-05-01 11:34:48, 10.0.0.25, 192.168.1.200, 80, TCP
2025-05-01 11:34:50, 10.0.0.12, 192.168.1.200, 80, TCP
2025-05-01 11:34:52, 10.0.0.153, 192.168.1.200, 443, TCP
2025-05-01 11:34:54, 10.0.0.123, 192.168.1.200, 443, UDP
2025-05-01 11:34:56, 10.0.0.254, 192.168.1.200, 80, UDP
2025-05-01 11:34:58, 10.0.0.214, 192.168.1.200, 443, UDP
2025-05-01 11:35:00, 10.0.0.209, 192.168.1.200, 443, TCP
2025-05-01 11:35:02, 10.0.0.237, 192.168.1.200, 80, TCP
2025-05-01 11:35:04, 10.0.0.173, 192.168.1.200, 443, UDP
2025-05-01 11:35:06, 10.0.0.114, 192.168.1.200, 443, UDP
2025-05-01 11:35:08, 10.0.0.91, 192.168.1.200, 80, UDP
2025-05-01 11:35:10, 10.0.0.26, 192.168.1.200, 22, UDP
2025-05-01 11:35:12, 10.0.0.123, 192.168.1.200, 443, UDP
2025-05-01 11:35:14, 10.0.0.14, 192.168.1.200, 443, TCP
2025-05-01 11:35:16, 10.0.0.232, 192.168.1.200, 22, UDP
2025-05-01 11:35:18, 10.0.0.101, 192.168.1.200, 80, UDP
2025-05-01 11:35:20, 10.0.0.114, 192.168.1.200, 443, TCP
2025-05-01 11:35:22, 10.0.0.88, 192.168.1.200, 80, TCP
2025-05-01 11:35:24, 10.0.0.55, 192.168.1.200, 22, UDP
2025-05-01 11:35:26, 10.0.0.244, 192.168.1.200, 22, UDP
2025-05-01 11:35:28, 10.0.0.3, 192.168.1.200, 22, UDP
2025-05-01 11:35:30, 10.0.0.104, 192.168.1.200, 22, UDP
2025-05-01 11:35:32, 10.0.0.168, 192.168.1.200, 22, TCP
2025-05-01 11:35:34, 10.0.0.215, 192.168.1.200, 80, TCP
2025-05-01 11:35:36, 10.0.0.155, 192.168.1.200, 443, UDP
2025-05-01 11:35:38, 10.0.0.14, 192.168.1.200, 80, UDP
2025-05-01 11:35:40, 10.0.0.127, 192.168.1.200, 80, TCP
2025-05-01 11:35:42, 10.0.0.251, 192.168.1.200, 443, UDP
2025-05-01 11:35:44, 10.0.0.140, 192.168.1.200, 80, TCP
2025-05-01 11:35:46, 10.0.0.217, 192.168.1.200, 22, TCP
2025-05-01 11:35:48, 10.0.0.23, 192.168.1.200, 80, UDP
2025-05-01 11:35:50, 10.0.0.215, 192.168.1.200, 80, TCP
2025-05-01 11:35:52, 10.0.0.41, 192.168.1.200, 22, TCP
2025-05-01 11:35:54, 10.0.0.208, 192.168.1.200, 443, UDP
2025-05-01 11:35:56, 10.0.0.29, 192.168.1.200, 443, TCP
2025-05-01 11:35:58, 10.0.0.173, 192.168.1.200, 80, UDP
2025-05-01 11:36:00, 10.0.0.45, 192.168.1.200, 443, UDP
2025-05-01 11:36:02, 10.0.0.149, 192.168.1.200, 80, UDP
2025-05-01 11:36:04, 10.0.0.71, 192.168.1.200, 22, UDP
2025-05-01 11:36:06, 10.0.0.123, 192.168.1.200, 80, UDP
2025-05-01 11:36:08, 10.0.0.59, 192.168.1.200, 80, UDP
2025-05-01 11:36:10, 10.0.0.116, 192.168.1.200, 80, UDP
2025-05-01 11:36:12, 10.0.0.5, 192.168.1.200, 80, TCP
2025-05-01 11:36:14, 10.0.0.51, 192.168.1.200, 80, TCP
2025-05-01 11:36:16, 10.0.0.109, 192.168.1.200, 443, TCP
2025-05-01 11:36:18, 10.0.0.77, 192.168.1.200, 443, UDP
2025-05-01 11:36:20, 10.0.0.137, 192.168.1.200, 22, TCP
2025-05-01 11:36:22, 10.0.0.61, 192.168.1.200, 22, TCP
2025-05-01 11:36:24, 10.0.0.184, 192.168.1.200, 80, TCP
2025-05-01 11:36:26, 10.0.0.68, 192.168.1.200, 22, TCP
2025-05-01 11:36:28, 10.0.0.69, 192.168.1.200, 22, UDP
2025-05-01 11:36:30, 10.0.0.67, 192.168.1.200, 443, UDP
2025-05-01 11:36:32, 10.0.0.141, 192.168.1.200, 443, UDP
2025-05-01 11:36:34, 10.0.0.29, 192.168.1.200, 80, TCP
2025-05-01 11:36:36, 10.0.0.88, 192.168.1.200, 22, UDP
2025-05-01 11:36:38, 10.0.0.27, 192.168.1.200, 80, UDP
2025-05-01 11:36:40, 10.0.0.128, 192.168.1.200, 80, UDP
2025-05-01 11:36:42, 10.0.0.217, 192.168.1.200, 443, UDP
2025-05-01 11:36:44, 10.0.0.209, 192.168.1.200, 80, UDP
2025-05-01 11:36:46, 10.0.0.126, 192.168.1.200, 443, TCP
2025-05-01 11:36:48, 10.0.0.6, 192.168.1.200, 80, UDP
2025-05-01 11:36:50, 10.0.0.105, 192.168.1.200, 443, UDP
2025-05-01 11:36:52, 10.0.0.31, 192.168.1.200, 443, TCP
2025-05-01 11:36:54, 10.0.0.51, 192.168.1.200, 443, TCP
2025-05-01 11:36:56, 10.0.0.136, 192.168.1.200, 22, UDP
2025-05-01 11:36:58, 10.0.0.186, 192.168.1.200, 443, TCP
2025-05-01 11:37:00, 10.0.0.247, 192.168.1.200, 22, UDP
2025-05-01 11:37:02, 10.0.0.227, 192.168.1.200, 80, UDP
2025-05-01 11:37:04, 10.0.0.234, 192.168.1.200, 443, UDP
2025-05-01 11:37:06, 10.0.0.181, 192.168.1.200, 80, UDP
2025-05-01 11:37:08, 10.0.0.120, 192.168.1.200, 443, TCP
2025-05-01 11:37:10, 10.0.0.59, 192.168.1.200, 22, TCP
2025-05-01 11:37:12, 10.0.0.189, 192.168.1.200, 80, UDP
2025-05-01 11:37:14, 10.0.0.3, 192.168.1.200, 80, TCP
2025-05-01 11:37:16, 10.0.0.248, 192.168.1.200, 22, UDP
2025-05-01 11:37:18, 10.0.0.106, 192.168.1.200, 22, TCP
2025-05-01 11:37:20, 10.0.0.146, 192.168.1.200, 443, TCP
2025-05-01 11:37:22, 10.0.0.125, 192.168.1.200, 80, TCP
2025-05-01 11:37:24, 10.0.0.135, 192.168.1.200, 80, TCP
2025-05-01 11:37:26, 10.0.0.125, 192.168.1.200, 80, UDP
2025-05-01 11:37:28, 10.0.0.247, 192.168.1.200, 80, TCP
2025-05-01 11:37:30, 10.0.0.80, 192.168.1.200, 22, TCP
2025-05-01 11:37:32, 10.0.0.253, 192.168.1.200, 443, UDP
2025-05-01 11:37:34, 10.0.0.241, 192.168.1.200, 443, TCP
2025-05-01 11:37:36, 10.0.0.211, 192.168.1.200, 80, TCP
2025-05-01 11:37:38, 10.0.0.78, 192.168.1.200, 443, UDP
2025-05-01 11:37:40, 10.0.0.241, 192.168.1.200, 22, TCP
2025-05-01 11:37:42, 10.0.0.191, 192.168.1.200, 22, UDP
2025-05-01 11:37:44, 10.0.0.30, 192.168.1.200, 80, UDP
2025-05-01 11:37:46, 10.0.0.81, 192.168.1.200, 22, TCP
2025-05-01 11:37:48, 10.0.0.37, 192.168.1.200, 22, UDP
2025-05-01 11:37:50, 10.0.0.242, 192.168.1.200, 443, TCP
2025-05-01 11:37:52, 10.0.0.9, 192.168.1.200, 443, UDP
2025-05-01 11:37:54, 10.0.0.11, 192.168.1.200, 443, TCP
2025-05-01 11:37:56, 10.0.0.236, 192.168.1.200, 22, TCP
2025-05-01 11:37:58, 10.0.0.49, 192.168.1.200, 443, TCP
2025-05-01 11:38:00, 10.0.0.138, 192.168.1.200, 443, TCP
2025-05-01 11:38:02, 10.0.0.149, 192.168.1.200, 22, UDP
2025-05-01 11:38:04, 10.0.0.194, 192.168.1.200, 22, UDP
2025-05-01 11:38:06, 10.0.0.222, 192.168.1.200, 22, UDP
2025-05-01 11:38:08, 10.0.0.95, 192.168.1.200, 22, UDP
2025-05-01 11:38:10, 10.0.0.125, 192.168.1.200, 80, UDP
2025-05-01 11:38:12, 10.0.0.229, 192.168.1.200, 22, TCP
2025-05-01 11:38:14, 10.0.0.235, 192.168.1.200, 22, UDP
2025-05-01 11:38:16, 10.0.0.245, 192.168.1.200, 443, UDP
2025-05-01 11:38:18, 10.0.0.172, 192.168.1.200, 22, UDP
2025-05-01 11:38:20, 10.0.0.100, 192.168.1.200, 443, UDP
2025-05-01 11:38:22, 10.0.0.92, 192.168.1.200, 80, TCP
2025-05-01 11:38:24, 10.0.0.39, 192.168.1.200, 80, UDP
2025-05-01 11:38:26, 10.0.0.24, 192.168.1.200, 80, UDP
2025-05-01 11:38:28, 10.0.0.141, 192.168.1.200, 80, TCP
2025-05-01 11:38:30, 10.0.0.53, 192.168.1.200, 80, UDP
2025-05-01 11:38:32, 10.0.0.49, 192.168.1.200, 22, TCP
2025-05-01 11:38:34, 10.0.0.199, 192.168.1.200, 22, TCP
2025-05-01 11:38:36, 10.0.0.49, 192.168.1.200, 22, TCP
2025-05-01 11:38:38, 10.0.0.21, 192.168.1.200, 443, UDP
2025-05-01 11:38:40, 10.0.0.167, 192.168.1.200, 443, UDP
2025-05-01 11:38:42, 10.0.0.60, 192.168.1.200, 443, UDP
2025-05-01 11:38:44, 10.0.0.2, 192.168.1.200, 80, TCP
2025-05-01 11:38:46, 10.0.0.58, 192.168.1.200, 22, UDP
2025-05-01 11:38:48, 10.0.0.113, 192.168.1.200, 22, UDP
2025-05-01 11:38:50, 10.0.0.100, 192.168.1.200, 22, UDP
2025-05-01 11:38:52, 10.0.0.217, 192.168.1.200, 22, UDP
2025-05-01 11:38:54, 10.0.0.26, 192.168.1.200, 80, UDP
2025-05-01 11:38:56, 10.0.0.46, 192.168.1.200, 22, UDP
2025-05-01 11:38:58, 10.0.0.213, 192.168.1.200, 443, TCP
2025-05-01 11:39:00, 10.0.0.25, 192.168.1.200, 443, TCP
2025-05-01 11:39:02, 10.0.0.234, 192.168.1.200, 80, TCP
2025-05-01 11:39:04, 10.0.0.71, 192.168.1.200, 80, TCP
2025-05-01 11:39:06, 10.0.0.81, 192.168.1.200, 443, TCP
2025-05-01 11:39:08, 10.0.0.154, 192.168.1.200, 22, TCP
2025-05-01 11:39:10, 10.0.0.8, 192.168.1.200, 80, TCP
2025-05-01 11:39:12, 10.0.0.250, 192.168.1.200, 80, UDP
2025-05-01 11:39:14, 10.0.0.204, 192.168.1.200, 80, UDP
2025-05-01 11:39:16, 10.0.0.21, 192.168.1.200, 80, TCP
2025-05-01 11:39:18, 10.0.0.158, 192.168.1.200, 22, TCP
2025-05-01 11:39:20, 10.0.0.85, 192.168.1.200, 443, TCP
2025-05-01 11:39:22, 10.0.0.154, 192.168.1.200, 22, UDP
2025-05-01 11:39:24, 10.0.0.3, 192.168.1.200, 443, TCP
2025-05-01 11:39:26, 10.0.0.209, 192.168.1.200, 80, UDP
2025-05-01 11:39:28, 10.0.0.238, 192.168.1.200, 443, TCP
2025-05-01 11:39:30, 10.0.0.89, 192.168.1.200, 22, UDP
2025-05-01 11:39:32, 10.0.0.2, 192.168.1.200, 22, TCP
2025-05-01 11:39:34, 10.0.0.38, 192.168.1.200, 443, UDP
2025-05-01 11:39:36, 10.0.0.176, 192.168.1.200, 80, TCP
2025-05-01 11:39:38, 10.0.0.9, 192.168.1.200, 22, TCP
2025-05-01 11:39:40, 10.0.0.89, 192.168.1.200, 80, UDP
2025-05-01 11:39:42, 10.0.0.209, 192.168.1.200, 22, TCP
2025-05-01 11:39:44, 10.0.0.156, 192.168.1.200, 22, UDP
2025-05-01 11:39:46, 10.0.0.86, 192.168.1.200, 22, TCP
2025-05-01 11:39:48, 10.0.0.220, 192.168.1.200, 443, UDP
2025-05-01 11:39:50, 10.0.0.53, 192.168.1.200, 22, TCP
2025-05-01 11:39:52, 10.0.0.174, 192.168.1.200, 80, TCP
2025-05-01 11:39:54, 10.0.0.15, 192.168.1.200, 22, UDP
2025-05-01 11:39:56, 10.0.0.235, 192.168.1.200, 80, TCP
2025-05-01 11:39:58, 10.0.0.138, 192.168.1.200, 80, TCP
2025-05-01 11:40:00, 10.0.0.162, 192.168.1.200, 443, UDP
2025-05-01 11:40:02, 10.0.0.214, 192.168.1.200, 22, TCP
2025-05-01 11:40:04, 10.0.0.85, 192.168.1.200, 443, TCP
2025-05-01 11:40:06, 10.0.0.85, 192.168.1.200, 80, TCP
2025-05-01 11:40:08, 10.0.0.6, 192.168.1.200, 22, TCP
2025-05-01 11:40:10, 10.0.0.161, 192.168.1.200, 22, UDP
2025-05-01 11:40:12, 10.0.0.182, 192.168.1.200, 22, TCP
2025-05-01 11:40:14, 10.0.0.44, 192.168.1.200, 22, TCP
2025-05-01 11:40:16, 10.0.0.43, 192.168.1.200, 443, UDP
2025-05-01 11:40:18, 10.0.0.239, 192.168.1.200, 443, UDP
2025-05-01 11:40:20, 10.0.0.83, 192.168.1.200, 80, TCP
2025-05-01 11:40:22, 10.0.0.111, 192.168.1.200, 80, UDP
2025-05-01 11:40:24, 10.0.0.205, 192.168.1.200, 22, UDP
2025-05-01 11:40:26, 10.0.0.218, 192.168.1.200, 80, TCP
2025-05-01 11:40:28, 10.0.0.175, 192.168.1.200, 443, UDP
2025-05-01 11:40:30, 10.0.0.77, 192.168.1.200, 22, TCP
2025-05-01 11:40:32, 10.0.0.3, 192.168.1.200, 443, UDP
2025-05-01 11:40:34, 10.0.0.59, 192.168.1.200, 22, TCP
2025-05-01 11:40:36, 10.0.0.193, 192.168.1.200, 22, TCP
2025-05-01 11:40:38, 10.0.0.124, 192.168.1.200, 443, TCP
2025-05-01 11:40:40, 10.0.0.55, 192.168.1.200, 80, TCP
2025-05-01 11:40:42, 10.0.0.209, 192.168.1.200, 80, TCP
2025-05-01 11:40:44, 10.0.0.40, 192.168.1.200, 443, UDP
2025-05-01 11:40:46, 10.0.0.94, 192.168.1.200, 80, TCP
2025-05-01 11:40:48, 10.0.0.189, 192.168.1.200, 22, TCP
2025-05-01 11:40:50, 10.0.0.80, 192.168.1.200, 80, TCP
2025-05-01 11:40:52, 10.0.0.147, 192.168.1.200, 443, TCP
2025-05-01 11:40:54, 10.0.0.37, 192.168.1.200, 443, TCP
2025-05-01 11:40:56, 10.0.0.64, 192.168.1.200, 22, UDP
2025-05-01 11:40:58, 10.0.0.122, 192.168.1.200, 443, TCP
2025-05-01 11:41:00, 10.0.0.100, 192.168.1.200, 80, UDP
2025-05-01 11:41:02, 10.0.0.98, 192.168.1.200, 80, UDP
2025-05-01 11:41:04, 10.0.0.18, 192.168.1.200, 80, UDP
2025-05-01 11:41:06, 10.0.0.222, 192.168.1.200, 443, UDP
2025-05-01 11:41:08, 10.0.0.170, 192.168.1.200, 80, TCP
2025-05-01 11:41:10, 10.0.0.12, 192.168.1.200, 80, TCP
2025-05-01 11:41:12, 10.0.0.172, 192.168.1.200, 443, TCP
2025-05-01 11:41:14, 10.0.0.145, 192.168.1.200, 443, UDP
2025-05-01 11:41:16, 10.0.0.179, 192.168.1.200, 22, UDP
2025-05-01 11:41:18, 10.0.0.210, 192.168.1.200, 80, UDP
2025-05-01 11:41:20, 10.0.0.83, 192.168.1.200, 22, UDP
2025-05-01 11:41:22, 10.0.0.197, 192.168.1.200, 80, TCP
2025-05-01 11:41:24, 10.0.0.36, 192.168.1.200, 443, TCP
2025-05-01 11:41:26, 10.0.0.228, 192.168.1.200, 22, TCP
2025-05-01 11:41:28, 10.0.0.207, 192.168.1.200, 443, TCP
2025-05-01 11:41:30, 10.0.0.186, 192.168.1.200, 80, TCP
2025-05-01 11:41:32, 10.0.0.146, 192.168.1.200, 80, UDP
2025-05-01 11:41:34, 10.0.0.62, 192.168.1.200, 22, UDP
2025-05-01 11:41:36, 10.0.0.217, 192.168.1.200, 80, UDP
2025-05-01 11:41:38, 10.0.0.149, 192.168.1.200, 22, TCP
2025-05-01 11:41:40, 10.0.0.187, 192.168.1.200, 22, TCP
2025-05-01 11:41:42, 10.0.0.77, 192.168.1.200, 80, TCP
2025-05-01 11:41:44, 10.0.0.233, 192.168.1.200, 22, UDP
2025-05-01 11:41:46, 10.0.0.143, 192.168.1.200, 22, TCP
2025-05-01 11:41:48, 10.0.0.122, 192.168.1.200, 22, UDP
2025-05-01 11:41:50, 10.0.0.189, 192.168.1.200, 443, UDP
2025-05-01 11:41:52, 10.0.0.100, 192.168.1.200, 80, UDP
2025-05-01 11:41:54, 10.0.0.120, 192.168.1.200, 443, TCP
2025-05-01 11:41:56, 10.0.0.56, 192.168.1.200, 80, UDP
2025-05-01 11:41:58, 10.0.0.217, 192.168.1.200, 80, TCP
2025-05-01 11:42:00, 10.0.0.193, 192.168.1.200, 80, TCP
2025-05-01 11:42:02, 10.0.0.29, 192.168.1.200, 443, TCP
2025-05-01 11:42:04, 10.0.0.102, 192.168.1.200, 443, UDP
2025-05-01 11:42:06, 10.0.0.68, 192.168.1.200, 80, UDP
2025-05-01 11:42:08, 10.0.0.222, 192.168.1.200, 80, UDP
2025-05-01 11:42:10, 10.0.0.231, 192.168.1.200, 22, TCP
2025-05-01 11:42:12, 10.0.0.60, 192.168.1.200, 80, UDP
2025-05-01 11:42:14, 10.0.0.193, 192.168.1.200, 80, TCP
2025-05-01 11:42:16, 10.0.0.27, 192.168.1.200, 22, TCP
2025-05-01 11:42:18, 10.0.0.134, 192.168.1.200, 443, TCP
2025-05-01 11:42:20, 10.0.0.65, 192.168.1.200, 443, UDP
2025-05-01 11:42:22, 10.0.0.208, 192.168.1.200, 443, TCP
2025-05-01 11:42:24, 10.0.0.121, 192.168.1.200, 443, TCP
2025-05-01 11:42:26, 10.0.0.111, 192.168.1.200, 443, UDP
2025-05-01 11:42:28, 10.0.0.73, 192.168.1.200, 22, UDP
2025-05-01 11:42:30, 10.0.0.6, 192.168.1.200, 22, UDP
2025-05-01 11:42:32, 10.0.0.249, 192.168.1.200, 22, TCP
2025-05-01 11:42:34, 10.0.0.165, 192.168.1.200, 443, TCP
2025-05-01 11:42:36, 10.0.0.186, 192.168.1.200, 22, TCP
2025-05-01 11:42:38, 10.0.0.46, 192.168.1.200, 443, UDP
2025-05-01 11:42:40, 10.0.0.124, 192.168.1.200, 443, TCP
2025-05-01 11:30:42, 10.0.0.146, 192.168.1.12, 110, UDP
2025-05-01 11:31:02, 10.0.0.146, 192.168.1.12, 25, TCP
2025-05-01 11:31:22, 10.0.0.146, 192.168.1.11, 512, UDP
2025-05-01 11:31:42, 10.0.0.146, 192.168.1.12, 139, TCP
2025-05-01 11:32:02, 10.0.0.146, 192.168.1.10, 23, TCP
2025-05-01 11:32:22, 10.0.0.146, 192.168.1.11, 512, UDP
2025-05-01 11:32:42, 10.0.0.146, 192.168.1.11, 25, UDP
2025-05-01 11:33:02, 10.0.0.146, 192.168.1.12, 512, UDP
2025-05-01 11:33:22, 10.0.0.146, 192.168.1.12, 139, UDP
2025-05-01 11:33:42, 10.0.0.146, 192.168.1.12, 139, TCP
2025-05-01 11:34:02, 10.0.0.146, 192.168.1.12, 23, TCP
2025-05-01 11:34:22, 10.0.0.146, 192.168.1.11, 21, TCP
2025-05-01 11:34:42, 10.0.0.146, 192.168.1.11, 25, TCP
2025-05-01 11:35:02, 10.0.0.146, 192.168.1.11, 139, TCP
